GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CBC001
"G1800610045","1970","Indiana","18","Harrison","061","Spencer Township","045",,,,,,,,,,,,"Spencer Township",1033
"G1800610050","1970","Indiana","18","Harrison","061","Taylor Township","050",,,,,,,,,,,,"Taylor Township",537
"G1800610055","1970","Indiana","18","Harrison","061","Washington Township","055",,,,,,,,,,,,"Washington Township",377
"G1800610060","1970","Indiana","18","Harrison","061","Webster Township","060",,,,,,,,,,,,"Webster Township",1232
"G1800630005","1970","Indiana","18","Hendricks","063","Brown Township","005",,,,,"3480",,,,,,,"Brown Township",2113
"G1800630010","1970","Indiana","18","Hendricks","063","Center Township","010",,,,,"3480",,,,,,,"Center Township",5819
"G1800630015","1970","Indiana","18","Hendricks","063","Clay Township","015",,,,,"3480",,,,,,,"Clay Township",1889
"G1800630020","1970","Indiana","18","Hendricks","063","Eel River Township","020",,,,,"3480",,,,,,,"Eel River Township",1628
"G1800630025","1970","Indiana","18","Hendricks","063","Franklin Township","025",,,,,"3480",,,,,,,"Franklin Township",1157
"G1800630030","1970","Indiana","18","Hendricks","063","Guilford Township","030",,,,,"3480",,,,,,,"Guilford Township",14439
"G1800630035","1970","Indiana","18","Hendricks","063","Liberty Township","035",,,,,"3480",,,,,,,"Liberty Township",4017
"G1800630040","1970","Indiana","18","Hendricks","063","Lincoln Township","040",,,,,"3480",,,,,,,"Lincoln Township",10489
"G1800630045","1970","Indiana","18","Hendricks","063","Marion Township","045",,,,,"3480",,,,,,,"Marion Township",1053
"G1800630050","1970","Indiana","18","Hendricks","063","Middle Township","050",,,,,"3480",,,,,,,"Middle Township",2345
"G1800630055","1970","Indiana","18","Hendricks","063","Union Township","055",,,,,"3480",,,,,,,"Union Township",1252
"G1800630060","1970","Indiana","18","Hendricks","063","Washington Township","060",,,,,"3480",,,,,,,"Washington Township",7773
"G1800650005","1970","Indiana","18","Henry","065","Blue River Township","005",,,,,,,,,,,,"Blue River Township",1288
"G1800650010","1970","Indiana","18","Henry","065","Dudley Township","010",,,,,,,,,,,,"Dudley Township",1468
"G1800650015","1970","Indiana","18","Henry","065","Fall Creek Township","015",,,,,,,,,,,,"Fall Creek Township",4412
"G1800650020","1970","Indiana","18","Henry","065","Franklin Township","020",,,,,,,,,,,,"Franklin Township",1250
"G1800650025","1970","Indiana","18","Henry","065","Greensboro Township","025",,,,,,,,,,,,"Greensboro Township",1738
"G1800650030","1970","Indiana","18","Henry","065","Harrison Township","030",,,,,,,,,,,,"Harrison Township",1351
"G1800650035","1970","Indiana","18","Henry","065","Henry Township","035",,,,,,,,,,,,"Henry Township",27860
"G1800650040","1970","Indiana","18","Henry","065","Jefferson Township","040",,,,,,,,,,,,"Jefferson Township",1262
"G1800650045","1970","Indiana","18","Henry","065","Liberty Township","045",,,,,,,,,,,,"Liberty Township",1636
"G1800650050","1970","Indiana","18","Henry","065","Prairie Township","050",,,,,,,,,,,,"Prairie Township",2879
"G1800650055","1970","Indiana","18","Henry","065","Spiceland Township","055",,,,,,,,,,,,"Spiceland Township",2400
"G1800650060","1970","Indiana","18","Henry","065","Stony Creek Township","060",,,,,,,,,,,,"Stony Creek Township",958
"G1800650065","1970","Indiana","18","Henry","065","Wayne Township","065",,,,,,,,,,,,"Wayne Township",4101
"G1800670005","1970","Indiana","18","Howard","067","Center Township","005",,,,,,,,,,,,"Center Township",53282
"G1800670010","1970","Indiana","18","Howard","067","Clay Township","010",,,,,,,,,,,,"Clay Township",3572
"G1800670015","1970","Indiana","18","Howard","067","Ervin Township","015",,,,,,,,,,,,"Ervin Township",1678
"G1800670020","1970","Indiana","18","Howard","067","Harrison Township","020",,,,,,,,,,,,"Harrison Township",4965
"G1800670025","1970","Indiana","18","Howard","067","Honey Creek Township","025",,,,,,,,,,,,"Honey Creek Township",1503
"G1800670030","1970","Indiana","18","Howard","067","Howard Township","030",,,,,,,,,,,,"Howard Township",2534
"G1800670035","1970","Indiana","18","Howard","067","Jackson Township","035",,,,,,,,,,,,"Jackson Township",652
"G1800670040","1970","Indiana","18","Howard","067","Liberty Township","040",,,,,,,,,,,,"Liberty Township",3423
"G1800670045","1970","Indiana","18","Howard","067","Monroe Township","045",,,,,,,,,,,,"Monroe Township",973
"G1800670050","1970","Indiana","18","Howard","067","Taylor Township","050",,,,,,,,,,,,"Taylor Township",9744
"G1800670055","1970","Indiana","18","Howard","067","Union Township","055",,,,,,,,,,,,"Union Township",872
"G1800690005","1970","Indiana","18","Huntington","069","Clear Creek Township","005",,,,,,,,,,,,"Clear Creek Township",1316
"G1800690010","1970","Indiana","18","Huntington","069","Dallas Township","010",,,,,,,,,,,,"Dallas Township",1859
"G1800690015","1970","Indiana","18","Huntington","069","Huntington Township","015",,,,,,,,,,,,"Huntington Township",20204
"G1800690020","1970","Indiana","18","Huntington","069","Jackson Township","020",,,,,,,,,,,,"Jackson Township",2530
"G1800690025","1970","Indiana","18","Huntington","069","Jefferson Township","025",,,,,,,,,,,,"Jefferson Township",868
"G1800690030","1970","Indiana","18","Huntington","069","Lancaster Township","030",,,,,,,,,,,,"Lancaster Township",1224
"G1800690035","1970","Indiana","18","Huntington","069","Polk Township","035",,,,,,,,,,,,"Polk Township",390
"G1800690040","1970","Indiana","18","Huntington","069","Rock Creek Township","040",,,,,,,,,,,,"Rock Creek Township",1564
"G1800690045","1970","Indiana","18","Huntington","069","Salamonie Township","045",,,,,,,,,,,,"Salamonie Township",2513
"G1800690050","1970","Indiana","18","Huntington","069","Union Township","050",,,,,,,,,,,,"Union Township",1037
"G1800690055","1970","Indiana","18","Huntington","069","Warren Township","055",,,,,,,,,,,,"Warren Township",806
"G1800690060","1970","Indiana","18","Huntington","069","Wayne Township","060",,,,,,,,,,,,"Wayne Township",659
"G1800710005","1970","Indiana","18","Jackson","071","Brownstown Township","005",,,,,,,,,,,,"Brownstown Township",4134
"G1800710010","1970","Indiana","18","Jackson","071","Carr Township","010",,,,,,,,,,,,"Carr Township",1457
"G1800710015","1970","Indiana","18","Jackson","071","Driftwood Township","015",,,,,,,,,,,,"Driftwood Township",980
"G1800710020","1970","Indiana","18","Jackson","071","Grassy Fork Township","020",,,,,,,,,,,,"Grassy Fork Township",807
"G1800710025","1970","Indiana","18","Jackson","071","Hamilton Township","025",,,,,,,,,,,,"Hamilton Township",1415
"G1800710030","1970","Indiana","18","Jackson","071","Jackson Township","030",,,,,,,,,,,,"Jackson Township",13920
"G1800710035","1970","Indiana","18","Jackson","071","Owen Township","035",,,,,,,,,,,,"Owen Township",1329
"G1800710040","1970","Indiana","18","Jackson","071","Pershing Township","040",,,,,,,,,,,,"Pershing Township",1173
"G1800710045","1970","Indiana","18","Jackson","071","Redding Township","045",,,,,,,,,,,,"Redding Township",3557
"G1800710050","1970","Indiana","18","Jackson","071","Salt Creek Township","050",,,,,,,,,,,,"Salt Creek Township",279
"G1800710055","1970","Indiana","18","Jackson","071","Vernon Township","055",,,,,,,,,,,,"Vernon Township",3213
"G1800710060","1970","Indiana","18","Jackson","071","Washington Township","060",,,,,,,,,,,,"Washington Township",923
"G1800730005","1970","Indiana","18","Jasper","073","Barkley Township","005",,,,,,,,,,,,"Barkley Township",938
"G1800730010","1970","Indiana","18","Jasper","073","Carpenter Township","010",,,,,,,,,,,,"Carpenter Township",1765
"G1800730015","1970","Indiana","18","Jasper","073","Gillam Township","015",,,,,,,,,,,,"Gillam Township",786
"G1800730020","1970","Indiana","18","Jasper","073","Hanging Grove Township","020",,,,,,,,,,,,"Hanging Grove Township",324
"G1800730025","1970","Indiana","18","Jasper","073","Jordan Township","025",,,,,,,,,,,,"Jordan Township",420
"G1800730030","1970","Indiana","18","Jasper","073","Kankakee Township","030",,,,,,,,,,,,"Kankakee Township",705
"G1800730035","1970","Indiana","18","Jasper","073","Keener Township","035",,,,,,,,,,,,"Keener Township",3511
"G1800730040","1970","Indiana","18","Jasper","073","Marion Township","040",,,,,,,,,,,,"Marion Township",6955
"G1800730045","1970","Indiana","18","Jasper","073","Milroy Township","045",,,,,,,,,,,,"Milroy Township",329
"G1800730050","1970","Indiana","18","Jasper","073","Newton Township","050",,,,,,,,,,,,"Newton Township",498
"G1800730055","1970","Indiana","18","Jasper","073","Union Township","055",,,,,,,,,,,,"Union Township",1137
"G1800730060","1970","Indiana","18","Jasper","073","Walker Township","060",,,,,,,,,,,,"Walker Township",1464
"G1800730065","1970","Indiana","18","Jasper","073","Wheatfield Township","065",,,,,,,,,,,,"Wheatfield Township",1597
"G1800750005","1970","Indiana","18","Jay","075","Bearcreek Township","005",,,,,,,,,,,,"Bearcreek Township",1090
"G1800750010","1970","Indiana","18","Jay","075","Greene Township","010",,,,,,,,,,,,"Greene Township",1077
"G1800750015","1970","Indiana","18","Jay","075","Jackson Township","015",,,,,,,,,,,,"Jackson Township",715
"G1800750020","1970","Indiana","18","Jay","075","Jefferson Township","020",,,,,,,,,,,,"Jefferson Township",897
"G1800750025","1970","Indiana","18","Jay","075","Knox Township","025",,,,,,,,,,,,"Knox Township",575
"G1800750030","1970","Indiana","18","Jay","075","Madison Township","030",,,,,,,,,,,,"Madison Township",845
"G1800750035","1970","Indiana","18","Jay","075","Noble Township","035",,,,,,,,,,,,"Noble Township",778
"G1800750040","1970","Indiana","18","Jay","075","Penn Township","040",,,,,,,,,,,,"Penn Township",1401
"G1800750045","1970","Indiana","18","Jay","075","Pike Township","045",,,,,,,,,,,,"Pike Township",957
"G1800750050","1970","Indiana","18","Jay","075","Richland Township","050",,,,,,,,,,,,"Richland Township",5935
"G1800750055","1970","Indiana","18","Jay","075","Wabash Township","055",,,,,,,,,,,,"Wabash Township",710
"G1800750060","1970","Indiana","18","Jay","075","Wayne Township","060",,,,,,,,,,,,"Wayne Township",8595
"G1800770005","1970","Indiana","18","Jefferson","077","Graham Township","005",,,,,,,,,,,,"Graham Township",1262
"G1800770010","1970","Indiana","18","Jefferson","077","Hanover Township","010",,,,,,,,,,,,"Hanover Township",3738
"G1800770015","1970","Indiana","18","Jefferson","077","Lancaster Township","015",,,,,,,,,,,,"Lancaster Township",1345
"G1800770020","1970","Indiana","18","Jefferson","077","Madison Township","020",,,,,,,,,,,,"Madison Township",15628
"G1800770025","1970","Indiana","18","Jefferson","077","Milton Township","025",,,,,,,,,,,,"Milton Township",818
"G1800770030","1970","Indiana","18","Jefferson","077","Monroe Township","030",,,,,,,,,,,,"Monroe Township",398
"G1800770035","1970","Indiana","18","Jefferson","077","Republican Township","035",,,,,,,,,,,,"Republican Township",1061
"G1800770040","1970","Indiana","18","Jefferson","077","Saluda Township","040",,,,,,,,,,,,"Saluda Township",1236
"G1800770045","1970","Indiana","18","Jefferson","077","Shelby Township","045",,,,,,,,,,,,"Shelby Township",705
"G1800770050","1970","Indiana","18","Jefferson","077","Smyrna Township","050",,,,,,,,,,,,"Smyrna Township",815
"G1800790005","1970","Indiana","18","Jennings","079","Bigger Township","005",,,,,,,,,,,,"Bigger Township",504
"G1800790010","1970","Indiana","18","Jennings","079","Campbell Township","010",,,,,,,,,,,,"Campbell Township",2653
"G1800790015","1970","Indiana","18","Jennings","079","Center Township","015",,,,,,,,,,,,"Center Township",6844
"G1800790020","1970","Indiana","18","Jennings","079","Columbia Township","020",,,,,,,,,,,,"Columbia Township",737
"G1800790025","1970","Indiana","18","Jennings","079","Geneva Township","025",,,,,,,,,,,,"Geneva Township",2640
"G1800790030","1970","Indiana","18","Jennings","079","Lovett Township","030",,,,,,,,,,,,"Lovett Township",733
"G1800790035","1970","Indiana","18","Jennings","079","Marion Township","035",,,,,,,,,,,,"Marion Township",802
"G1800790040","1970","Indiana","18","Jennings","079","Montgomery Township","040",,,,,,,,,,,,"Montgomery Township",749
"G1800790045","1970","Indiana","18","Jennings","079","Sand Creek Township","045",,,,,,,,,,,,"Sand Creek Township",752
"G1800790050","1970","Indiana","18","Jennings","079","Spencer Township","050",,,,,,,,,,,,"Spencer Township",1570
"G1800790055","1970","Indiana","18","Jennings","079","Vernon Township","055",,,,,,,,,,,,"Vernon Township",1470
"G1800810005","1970","Indiana","18","Johnson","081","Blue River Township","005",,,,,"3480",,,,,,,"Blue River Township",7254
"G1800810010","1970","Indiana","18","Johnson","081","Clark Township","010",,,,,"3480",,,,,,,"Clark Township",1584
"G1800810015","1970","Indiana","18","Johnson","081","Franklin Township","015",,,,,"3480",,,,,,,"Franklin Township",12237
"G1800810020","1970","Indiana","18","Johnson","081","Hensley Township","020",,,,,"3480",,,,,,,"Hensley Township",2054
"G1800810025","1970","Indiana","18","Johnson","081","Needham Township","025",,,,,"3480",,,,,,,"Needham Township",2924
"G1800810030","1970","Indiana","18","Johnson","081","Nineveh Township","030",,,,,"3480",,,,,,,"Nineveh Township",1864
"G1800810035","1970","Indiana","18","Johnson","081","Pleasant Township","035",,,,,"3480",,,,,,,"Pleasant Township",20684
"G1800810040","1970","Indiana","18","Johnson","081","Union Township","040",,,,,"3480",,,,,,,"Union Township",1797
"G1800810045","1970","Indiana","18","Johnson","081","White River Township","045",,,,,"3480",,,,,,,"White River Township",10740
"G1800830005","1970","Indiana","18","Knox","083","Busseron Township","005",,,,,,,,,,,,"Busseron Township",1481
"G1800830010","1970","Indiana","18","Knox","083","Decker Township","010",,,,,,,,,,,,"Decker Township",333
"G1800830015","1970","Indiana","18","Knox","083","Harrison Township","015",,,,,,,,,,,,"Harrison Township",1839
"G1800830020","1970","Indiana","18","Knox","083","Johnson Township","020",,,,,,,,,,,,"Johnson Township",1544
"G1800830025","1970","Indiana","18","Knox","083","Palmyra Township","025",,,,,,,,,,,,"Palmyra Township",1188
"G1800830030","1970","Indiana","18","Knox","083","Steen Township","030",,,,,,,,,,,,"Steen Township",1121
"G1800830035","1970","Indiana","18","Knox","083","Vigo Township","035",,,,,,,,,,,,"Vigo Township",5635
"G1800830040","1970","Indiana","18","Knox","083","Vincennes Township","040",,,,,,,,,,,,"Vincennes Township",24803
"G1800830045","1970","Indiana","18","Knox","083","Washington Township","045",,,,,,,,,,,,"Washington Township",2324
"G1800830050","1970","Indiana","18","Knox","083","Widner Township","050",,,,,,,,,,,,"Widner Township",1278
"G1800850005","1970","Indiana","18","Kosciusko","085","Clay Township","005",,,,,,,,,,,,"Clay Township",1370
"G1800850010","1970","Indiana","18","Kosciusko","085","Etna Township","010",,,,,,,,,,,,"Etna Township",1037
"G1800850015","1970","Indiana","18","Kosciusko","085","Franklin Township","015",,,,,,,,,,,,"Franklin Township",940
"G1800850020","1970","Indiana","18","Kosciusko","085","Harrison Township","020",,,,,,,,,,,,"Harrison Township",2523
"G1800850025","1970","Indiana","18","Kosciusko","085","Jackson Township","025",,,,,,,,,,,,"Jackson Township",1151
"G1800850030","1970","Indiana","18","Kosciusko","085","Jefferson Township","030",,,,,,,,,,,,"Jefferson Township",1001
"G1800850035","1970","Indiana","18","Kosciusko","085","Lake Township","035",,,,,,,,,,,,"Lake Township",1548
"G1800850040","1970","Indiana","18","Kosciusko","085","Monroe Township","040",,,,,,,,,,,,"Monroe Township",734
"G1800850045","1970","Indiana","18","Kosciusko","085","Plain Township","045",,,,,,,,,,,,"Plain Township",3161
"G1800850050","1970","Indiana","18","Kosciusko","085","Prairie Township","050",,,,,,,,,,,,"Prairie Township",886
"G1800850055","1970","Indiana","18","Kosciusko","085","Scott Township","055",,,,,,,,,,,,"Scott Township",957
"G1800850060","1970","Indiana","18","Kosciusko","085","Seward Township","060",,,,,,,,,,,,"Seward Township",1605
"G1800850065","1970","Indiana","18","Kosciusko","085","Tippecanoe Township","065",,,,,,,,,,,,"Tippecanoe Township",3954
"G1800850070","1970","Indiana","18","Kosciusko","085","Turkey Creek Township","070",,,,,,,,,,,,"Turkey Creek Township",5081
"G1800850075","1970","Indiana","18","Kosciusko","085","Van Buren Township","075",,,,,,,,,,,,"Van Buren Township",2665
"G1800850080","1970","Indiana","18","Kosciusko","085","Washington Township","080",,,,,,,,,,,,"Washington Township",2441
"G1800850085","1970","Indiana","18","Kosciusko","085","Wayne Township","085",,,,,,,,,,,,"Wayne Township",17073
"G1800870005","1970","Indiana","18","Lagrange","087","Bloomfield Township","005",,,,,,,,,,,,"Bloomfield Township",3372
